,proteinName,affinity,ligandName
923,4jbl,3.27,(MET)
924,5jzs,3.27,(FGZ)
925,5kdf,3.27,(6RU)
926,1bcu,3.28,(PRL)
927,1g9t,3.28,(5GP)
928,1x07,3.28,(IPE)
929,2xgs,3.28,(44P)
930,3d52,3.28,(GHR)
931,3ms4,3.28,(21N)
932,3tfu,3.28,(PL8)
933,3zsx,3.28,(N44)
934,4eh7,3.28,(0OO)
935,4fl1,3.28,(ANP)
936,4yv0,3.28,(4JW)
937,5moe,3.28,(OQC)
938,5odu,3.28,(AMG)
939,5yf1,3.28,(8V0)
940,5z4o,3.28,(HX8)
943,5duw,3.29,(5GO)
944,1d7j,3.3,(BUQ)
946,1lt6,3.3,(GAA)
947,1o4e,3.3,(299)
949,1tpw,3.3,(PGH)
950,1zd2,3.3,(NC3)
951,1zd3,3.3,(NC4)
952,2aq7,3.3,(TL5)
953,2aqb,3.3,(TL6)
954,2hd1,3.3,(IBM)
955,2uxx,3.3,(FAJ)
956,2vw2,3.3,(NHE)
957,2w0s,3.3,(BVP)
958,2xml,3.3,(OGA)
959,3aaq,3.3,(ARU)
967,3ch9,3.3,(XRG)
969,3h2c,3.3,(B58)
970,3hcm,3.3,(S45)
973,3l7g,3.3,(M44)
974,3n1v,3.3,(3N1)
975,3n1w,3.3,(3N2)
976,3n3l,3.3,(MS0)
977,3n45,3.3,(3N3)
978,4b6f,3.3,(20L)
979,4ddh,3.3,(MS0)
981,4gj9,3.3,(0M2)
982,4j58,3.3,(53Z)
983,4jss,3.3,(BEW)
984,4mrw,3.3,(MRW)
985,4msa,3.3,(2ZM)
986,4np3,3.3,(2L2)
987,4ojq,3.3,(2SX)
988,4oue,3.3,(IPT)
989,4tz8,3.3,(39U)
990,4u6e,3.3,(Q02)
991,4ucr,3.3,(JCF)
993,5ejw,3.3,(5PZ)
994,5g45,3.3,(A7W)
996,5l96,3.3,(6RZ)
997,5mgg,3.3,(7MU)
998,5mgl,3.3,(7MU)
999,5mgm,3.3,(7MZ)
1000,5mt0,3.3,(QJS)
1001,5mt4,3.3,(M7O)
1002,5oul,3.3,(AWE)
1003,5v19,3.3,(8V4)
1004,5vdo,3.3,(1YC)
1005,5vdr,3.3,(9B7)
1006,5vds,3.3,(9BJ)
1007,6bsx,3.3,(E7S)
1008,1i2s,3.31,(CIT)
1009,1pzp,3.31,(FTA)
1010,3msc,3.31,(24S)
1011,4kc2,3.31,(WS2)
1012,5c7a,3.31,(4YE)
1013,5fe7,3.31,(5WU)
1014,5l98,3.31,(6RY)
1015,5os1,3.31,(A7H)
1016,1pzo,3.32,(CBT)
1017,2wk6,3.32,(IUR)
1018,4a4e,3.32,(2MR)
1019,4cjp,3.32,(4D2)
1020,4i7j,3.32,(BNZ)
1021,5l99,3.32,(6S0)
1022,5tg4,3.32,(JW1)
1023,6dlx,3.32,(GXY)
1024,188l,3.33,(OXE)
1025,1jlr,3.33,(GTP)
1026,2a3b,3.33,(CFF)
1027,2pnc,3.33,(CLU)
1028,4ab9,3.33,(VXQ)
1029,4b0b,3.33,(54F)
1030,4b5t,3.33,(2KT)
1031,4b5w,3.33,(PYR)
1032,4k2y,3.33,(ES2)
1033,4pd9,3.33,(ADN)
1034,6mv3,3.33,(WW7)
1035,2xoi,3.34,(SFB)
1036,3f33,3.34,(PFL)
1037,3ry8,3.34,(FLC)
1038,4b32,3.34,(03V)
1039,4bt4,3.34,(QFH)
1040,4cp5,3.34,(EOI)
1041,4gwk,3.34,(3PG)
1042,4yuy,3.34,(1SQ)
1043,5ehi,3.34,(5O3)
1044,2qcm,3.35,(JW5)
1045,3c2o,3.35,(NTM)
1046,3pwk,3.35,(L14)
1047,3zxe,3.35,(PGZ)
1050,4lkq,3.35,(1XM)
1051,4u7o,3.35,(AN2)
1052,4ucu,3.35,(8HC)
1053,4wet,3.35,(WEF)
1055,1ahy,3.36,(MAE)
1056,2ha7,3.36,(BCH)
1057,2pvv,3.36,(OSE)
1058,2vc7,3.36,(HT5)
1060,3zzh,3.36,(ARG)
1061,4cj4,3.36,(S3G)
1062,4wyp,3.36,(AMP)
1063,5orz,3.36,(A6W)
1064,6gxw,3.36,(FGN)
1065,187l,3.37,(PXY)
1066,1tnh,3.37,(FBA)
1067,1v2u,3.37,(BEN)
1068,1v2v,3.37,(BEN)
1069,2c6g,3.37,(GLU)
1071,3d8z,3.37,(TXS)
1072,3n35,3.37,(A2G)
1073,4b33,3.37,(1NP)
1075,1z34,3.38,(2FD)
1076,2fzg,3.38,(EOB)
1077,3a73,3.38,(PJ2)
1078,3tay,3.38,(MN0)
1079,3w07,3.38,(U5P)
1080,4qll,3.38,(CTT)
1081,5l8o,3.38,(CHD)
1082,1toj,3.39,(HCI)
1083,2j9h,3.39,(GTX)
1084,3mrx,3.39,(17S)
1085,4ipn,3.39,(1FT)
1086,4lhm,3.39,(AZZ)
1087,4ms0,3.39,(2ZX)
1088,5jzb,3.39,(6OT)
1090,5mxk,3.39,(ZHA)
1091,5os5,3.39,(A8K)
1092,1bxr,3.4,(ANP)
1093,1f8d,3.4,(9AM)
1094,1hxk,3.4,(DMJ)
1095,1ikt,3.4,(OXN)
1096,1il9,3.4,(MOG)
1097,1jt1,3.4,(MCO)
1098,1l83,3.4,(BNZ)
1099,1m83,3.4,(ATP)
1100,1uz4,3.4,(IFL)
1101,1way,3.4,(L02)
1102,220l,3.4,(BNZ)
1103,223l,3.4,(BNZ)
1106,2q8i,3.4,(RDC)
1107,2qcd,3.4,(U5P)
1109,3d8y,3.4,(T3S)
1112,4abe,3.4,(913)
1113,5afl,3.4,(FHV)
1114,5o4t,3.4,(9KT)
1115,5qaw,3.4,(TVC)
1116,5qaz,3.4,(Q2S)
1117,5uah,3.4,(RFP)
1118,6fg6,3.4,(D8Q)
1119,2v2c,3.41,(PGA)
1120,3nba,3.41,(APC)
1121,4yas,3.41,(CLX)
1122,6ce8,3.41,(EYV)
1123,1hyz,3.42,(TTO)
1124,2qtn,3.42,(NCN)
1125,2sim,3.42,(DAN)
1126,2w08,3.42,(TPO)
1127,3iob,3.42,(A4D)
1128,3kqp,3.42,(ES5)
1130,3px9,3.42,(JP3)
1131,4c71,3.42,(7RD)
1132,4d8a,3.42,(0HY)
1133,4llj,3.42,(1XN)
1134,4mi9,3.42,(26W)
1135,4n8q,3.42,(FA0)
1136,5i38,3.42,(KOJ)
1137,5yij,3.42,(NAI)
1138,1kti,3.43,(AZC)
1140,2c57,3.43,(FA1)
1141,2wig,3.43,(TC3)
1142,2xog,3.43,(SFB)
1143,3axz,3.43,(ADN)
1144,3ms7,3.43,(22S)
1146,4kw6,3.43,(QDO)
1147,5aqv,3.43,(KC7)
1148,5ehg,3.43,(5O0)
1149,5osl,3.43,(A9K)
1150,2xp5,3.44,(4FF)
1151,3as2,3.44,(POY)
1153,4umc,3.44,(PEQ)
1154,5wi0,3.44,(AQ1)
1155,6exs,3.44,(C3H)
1157,4c6z,3.45,(TLE)
1158,5ory,3.45,(AY4)
1159,1moq,3.46,(GLP)
1160,1t48,3.46,(BB3)
1161,1wcc,3.46,(CIG)
1162,2wi2,3.46,(ZZ3)
1163,2wi3,3.46,(ZZ3)
1164,3blu,3.46,(PVS)
1165,3dla,3.46,(NXX)
1166,3muz,3.46,(IPT)
1168,3nuy,3.46,(JPZ)
1169,4bhf,3.46,(MZT)
1170,4gby,3.46,(XYP)
1171,4k5p,3.46,(1OS)
1172,4nrq,3.46,(PD2)
1173,4qp6,3.46,(36N)
1174,4tz2,3.46,(39R)
1175,5qal,3.46,(TVZ)
1176,3mtd,3.47,(25E)
1177,3nf7,3.47,(CIW)
1178,3ta0,3.47,(ATP)
1180,4epy,3.47,(0QY)
1181,4h42,3.47,(11E)
1182,5ai4,3.47,(4VY)
1183,5ma7,3.47,(7K0)
1185,1tsi,3.48,(4PB)
1186,2c90,3.48,(C1M)
1187,2f10,3.48,(BCZ)
1188,2p3i,3.48,(MNA)
1190,3g1d,3.48,(U)
1191,3gx0,3.48,(GDS)
1192,3nyd,3.48,(3NY)
1193,4k7n,3.48,(MCT)
1194,5eh7,3.48,(5O5)
1195,5fni,3.48,(YIH)
1196,5qaj,3.48,(VBC)
1197,5xg5,3.48,(A2G)
1198,5z9e,3.48,(27K)
1199,1c5o,3.49,(BAM)
1200,1gzc,3.49,(LAT)
1201,1pzj,3.49,(15B)
1202,1utn,3.49,(ABN)
1203,2ggx,3.49,(NPJ)
1204,2qcf,3.49,(5FU)
1205,3d1v,3.49,(D1V)
1206,4avs,3.49,(N7P)
1207,4b5s,3.49,(PYR)
1208,4nyj,3.49,(2PZ)
1209,5ak6,3.49,(YPN)
1211,5fnd,3.49,(IQ5)
1213,5ybi,3.49,(ANP)
1214,6b0v,3.49,(C8G)
1215,6d9x,3.49,(FZM)
1216,3fcl,3.5,(3FL)
1217,4i7p,3.5,(ES3)
1219,4wey,3.5,(EG6)
1222,2ohm,3.51,(8AP)
1223,2r0h,3.51,(CTO)
1224,3nus,3.51,(JNZ)
1225,4lpf,3.51,(3TR)
1226,5aqt,3.51,(5P7)
1227,5cp9,3.51,(6O5)
1228,5dtt,3.51,(5F5)
1229,5h1u,3.51,(6KT)
1230,5m4q,3.51,(PRO)
1231,5mby,3.51,(PRO)
1232,5orx,3.51,(A6H)
1233,5qaf,3.51,(S1D)
1234,1imx,3.52,(CPQ)
1235,1jys,3.52,(ADE)
1236,1o4d,3.52,(262)
1237,1o4f,3.52,(790)
1238,1ysg,3.52,(4FC)
1239,2fyv,3.52,(W72)
1240,2j27,3.52,(PGA)
1241,2vw1,3.52,(DAN)
1242,3c14,3.52,(POP)
1243,3lcu,3.52,(SAH)
1244,3mfw,3.52,(B3U)
1247,3zlv,3.52,(HI6)
1248,3zly,3.52,(YSO)
1249,4c70,3.52,(TLJ)
1250,4eky,3.52,(D1J)
1251,4g93,3.52,(0YP)
1252,4hv7,3.52,(19J)
1253,4mrz,3.52,(2ZV)
1254,4oyo,3.52,(1WC)
1256,5mod,3.52,(86L)
1257,5qa5,3.52,(L5D)
1258,5vfn,3.52,(HCI)
1259,6eji,3.52,(UD2)
1260,2b4m,3.53,(PBE)
1261,2y67,3.53,(N21)
1263,3h06,3.53,(VBP)
1264,3nf6,3.53,(IMV)
1265,4eh3,3.53,(NAR)
1267,4orx,3.53,(PEU)
1268,4ory,3.53,(PEU)
1269,185l,3.54,(IND)
1270,1vjd,3.54,(ATP)
1271,2jbv,3.54,(FAO)
1273,3blt,3.54,(PSY)
1274,3bm8,3.54,(PSY)
1275,3nf9,3.54,(CD9)
1278,5ggk,3.54,(MBE)
1279,5qaq,3.54,(S1C)
1280,5v2l,3.54,(ATP)
1281,6f5u,3.54,(CQN)
1282,1v2r,3.55,(ANH)
1283,2ay3,3.55,(MPP)
1284,2cle,3.55,(F6F)
1285,2clf,3.55,(F6F)
1286,2clm,3.55,(F6F)
1287,2hwg,3.55,(OXL)
1289,2qwc,3.55,(DAN)
1290,2xah,3.55,(3PL)
1291,3pjg,3.55,(UGA)
1292,3qvu,3.55,(NPO)
1293,4aji,3.55,(88R)
1295,4mjr,3.55,(0LA)
1296,4n98,3.55,(4FC)
1297,4nym,3.55,(RND)
1298,5av0,3.55,(47X)
1299,5btx,3.55,(CMP)
1300,5dts,3.55,(5F8)
1301,5dva,3.55,(5FL)
1303,5l8t,3.55,(6RR)
1305,6fn9,3.55,(DW8)
1306,2hrm,3.56,(UC5)
1308,2ycm,3.56,(30A)
1310,6ccl,3.56,(EXG)
1311,1h46,3.57,(RNP)
1313,1np0,3.57,(NGT)
1314,2l1r,3.57,(SXK)
1316,3ej5,3.57,(EJ5)
1317,3ff3,3.57,(GLU)
1318,4abg,3.57,(91B)
1319,4ck3,3.57,(K1T)
1320,4ibb,3.57,(1DK)
1321,4q8x,3.57,(7FH)
1322,4xm7,3.57,(41S)
1323,5a7b,3.57,(KMN)
1324,5csh,3.57,(54E)
1325,5enf,3.57,(5Q7)
1326,5jz9,3.57,(6OR)
1327,1vjc,3.58,(ATP)
1328,3dx1,3.58,(YHO)
1329,4g19,3.58,(GSH)
1330,4y63,3.58,(48O)
1331,5q1g,3.58,(9NM)
1332,5ual,3.58,(RFP)
1333,6gjm,3.58,(L36)
1334,1gww,3.59,(UDP)
1335,1nli,3.59,(ADE)
1336,2gsu,3.59,(AMP)
1337,2nn8,3.59,(LAT)
1338,2pgj,3.59,(N1C)
1339,2pgl,3.59,(N1C)
1340,3sl1,3.59,(FB6)
1341,3x1k,3.59,(ANP)
1343,4cjq,3.59,(VXO)
1345,4q7v,3.59,(5MH)
1346,5mxf,3.59,(MFU)
1347,6egs,3.59,(UD2)
1348,1bo5,3.6,(FBP)
1349,1d1p,3.6,(EPE)
1350,1d7i,3.6,(DSS)
1351,1qw7,3.6,(EBP)
1352,1uys,3.6,(H1L)
1353,1w31,3.6,(SHO)
1354,1zd4,3.6,(NC6)
1356,2fzk,3.6,(EOZ)
1357,2oq6,3.6,(OGA)
1358,2q6h,3.6,(CXX)
1359,2qch,3.6,(5IU)
1360,2qpu,3.6,(QPU)
1362,2xdk,3.6,(XDK)
1363,2y68,3.6,(T04)
1365,3b3x,3.6,(A33)
1366,3bb1,3.6,(GNP)
1367,3g0i,3.6,(VPR)
1368,3jdw,3.6,(ORN)
1369,3kn0,3.6,(3TO)
1371,3pke,3.6,(Y10)
1372,3t2p,3.6,(IPT)
1374,4c1y,3.6,(MFB)
1375,4meo,3.6,(25V)
1376,4meq,3.6,(25O)
1377,5dqf,3.6,(CZE)
1378,5lvr,3.6,(78Y)
1379,5qac,3.6,(U4J)
1380,5ujv,3.6,(A8S)
1381,5y97,3.6,(LAT)
1382,6gx3,3.6,(FF2)
1383,8gpb,3.6,(AMP)
1384,1g9s,3.61,(IMP)
1386,2l98,3.61,(STL)
1387,2vfz,3.61,(UPF)
1388,3ftu,3.61,(RE2)
1389,3jzj,3.61,(ACR)
1390,3sk2,3.61,(GRI)
1393,4qp1,3.61,(EMU)
1394,5c91,3.61,(4YU)
1395,5lud,3.61,(76X)
1396,5oqu,3.61,(A4B)
1397,5thi,3.61,(0TR)
1398,6beb,3.61,(RFV)
1399,1pb9,3.62,(4AX)
1400,3pcc,3.62,(PHB)
1401,3st6,3.62,(RVE)
1402,3udj,3.62,(092)
1403,4bkt,3.62,(QD0)
1404,4fxj,3.62,(PHE)
1405,4nrc,3.62,(2LY)
1406,4rrf,3.62,(A3S)
1407,4wy3,3.62,(3X5)
1409,5qae,3.62,(Q4G)
1410,5qao,3.62,(Z8R)
1413,3rxm,3.63,(SW1)
1414,4mm7,3.63,(29J)
1415,5dqe,3.63,(5E4)
1416,5ork,3.63,(A4T)
1417,1gyy,3.64,(FHC)
1418,1j5i,3.64,(NCZ)
1419,2azr,3.64,(982)
1421,2qwg,3.64,(G28)
1422,2rk8,3.64,(PPF)
1423,3px8,3.64,(JP2)
1424,4bdi,3.64,(HAU)
1425,4gui,3.64,(QIC)
1426,4iuo,3.64,(QIC)
1428,5qa9,3.64,(QKU)
1429,6ccs,3.64,(EXD)
1430,6g28,3.64,(AR6)
1431,1b9v,3.65,(RA2)
1432,3vws,3.65,(VWS)
1433,4agl,3.65,(P84)
1434,4y4v,3.65,(DAL)
1435,5aqk,3.65,(GDP)
1436,5o1s,3.65,(9HB)
1437,5qab,3.65,(XEV)
1438,6gg5,3.65,(TRP)
1439,1l6y,3.66,(4OX)
1440,2qv7,3.66,(ADP)
1442,2v00,3.66,(V15)
1443,3buh,3.66,(AED)
1444,3ex6,3.66,(U5P)
1445,3iny,3.66,(7DG)
1447,3pcn,3.66,(DHY)
1448,3t2q,3.66,(149)
1449,3tsd,3.66,(XMP)
1450,4aia,3.66,(ADK)
1451,4fl2,3.66,(ANP)
1453,5ggn,3.66,(LEC)
1454,5kh7,3.66,(6T7)
1456,5nzn,3.66,(G39)
1457,5qak,3.66,(AV4)
1458,2bve,3.67,(PH5)
1459,3fts,3.67,(STL)
1460,3h2m,3.67,(B61)
1461,3h2n,3.67,(B62)
1462,4cig,3.67,(X0P)
1463,4ibd,3.67,(1DL)
1465,4mww,3.67,(G39)
1466,4n99,3.67,(2J1)
1467,5er5,3.67,(ET)
1468,5fog,3.67,(VRT)
1469,5fol,3.67,(SO8)
1470,5vdq,3.67,(9BG)
1471,6fzu,3.67,(EE8)
1472,1c3x,3.68,(8IG)
1475,2za3,3.68,(U5P)
1476,3ioc,3.68,(A5D)
1477,3isj,3.68,(A8D)
1478,3uwl,3.68,(FOZ)
1479,4aje,3.68,(2B4)
1480,4io7,3.68,(PHE)
1481,4isu,3.68,(IKM)
1482,4mx1,3.68,(1MX)
1483,4oru,3.68,(PEU)
1484,5f3t,3.68,(5UH)
1486,6cfc,3.68,(BLG)
1488,2a8g,3.69,(GNG)
1489,3clp,3.69,(CMP)
1490,3d7b,3.69,(U4S)
1491,4gwi,3.69,(BDZ)
1492,4ovg,3.69,(2VF)
1493,4tte,3.69,(36Z)
1494,5ai0,3.69,(JF6)
1495,5dkn,3.69,(B7I)
1496,5os7,3.69,(A8Q)
1497,6fdu,3.69,(D5W)
1498,6gg4,3.69,(PHE)
1499,6gmd,3.69,(A8Q)
1500,1bcj,3.7,(NGA)
1501,1e37,3.7,(TPY)
1503,1gz3,3.7,(ATP)
1504,1gz4,3.7,(ATP)
1505,1h0r,3.7,(FA1)
1506,1i43,3.7,(PMC)
1507,1loq,3.7,(U)
1508,1pdz,3.7,(PGA)
1509,1uy6,3.7,(PU3)
1510,1uy7,3.7,(PU4)
1511,1uyd,3.7,(PU8)
1512,1uye,3.7,(PU9)
1514,1wht,3.7,(BZS)
1515,2bjm,3.7,(ANF)
1517,2bvr,3.7,(4CP)
1518,2fx6,3.7,(270)
1519,3ex2,3.7,(6CN)
1520,3ful,3.7,(52D)
1522,3l59,3.7,(BDJ)
1523,3mrt,3.7,(12E)
1524,3n7a,3.7,(FA1)
1525,3zlw,3.7,(MT8)
1526,4ayt,3.7,(ACP)
1527,4ayx,3.7,(ACP)
1528,4b2d,3.7,(SER)
1529,4kza,3.7,(NZ9)
1530,4l7h,3.7,(1W1)
1531,4l7j,3.7,(1W2)
1532,4o4k,3.7,(2PK)
1533,4pji,3.7,(30W)
1534,5c6o,3.7,(4YH)
1535,5c6p,3.7,(4YH)
1536,5c87,3.7,(4YS)
1537,5dy7,3.7,(5GT)
1538,5dya,3.7,(5GV)
1539,5em3,3.7,(5Q0)
1540,5eva,3.7,(5S9)
1541,5ewd,3.7,(5SH)
1542,5g43,3.7,(5IM)
1543,5hn0,3.7,(LNN)
1546,5qag,3.7,(Q2R)
1547,5vdu,3.7,(9BS)
1548,5vdv,3.7,(9BV)
1549,5vdw,3.7,(9BY)
1550,6chm,3.7,(F1V)
1551,6gjj,3.7,(L36)
1552,2vfk,3.71,(AMP)
1553,3fj7,3.71,(PEQ)
1554,3g32,3.71,(3G3)
1555,3wkc,3.71,(S0J)
1556,4k5m,3.71,(1OV)
1557,4mjq,3.71,(27R)
1558,1ai5,3.72,(MNP)
1560,1grp,3.72,(ICT)
1562,2am4,3.72,(U2F)
1565,2yde,3.72,(S2G)
1566,3f5l,3.72,(LB2)
1567,3ms2,3.72,(18S)
1568,3q6z,3.72,(APR)
1572,4tln,3.72,(LNO)
1573,4ufm,3.72,(DGJ)
1574,5enh,3.72,(5QB)
1575,5qas,3.72,(CVF)
1578,2vta,3.73,(LZ1)
1579,3ati,3.73,(SZ4)
1580,3fjg,3.73,(3PG)
1582,3rxd,3.73,(SZ4)
1584,4y5s,3.73,(AKG)
1585,6g46,3.73,(ELH)
1586,1f5k,3.74,(BAM)
1587,1ihy,3.74,(APR)
1590,2wq5,3.74,(MIY)
1591,2xp4,3.74,(G14)
1592,3kpv,3.74,(ADE)
1593,3mrv,3.74,(16F)
1597,4yk0,3.74,(98)
1598,4yux,3.74,(4JT)
1599,5a7c,3.74,(5D4)
1600,5khj,3.74,(6SY)
1601,6cef,3.74,(EYJ)
1602,6gjr,3.74,(F0W)
1603,6gxu,3.74,(FG8)
1604,2iyf,3.75,(ERY)
1605,2pyi,3.75,(DL8)
1606,3d6p,3.75,(U2S)
1607,3gep,3.75,(24H)
1608,4kov,3.75,(KOV)
1609,5l4h,3.75,(6JW)
1610,5ldo,3.75,(3AM)
1611,2x09,3.76,(X09)
1612,3d6q,3.76,(U3S)
1613,4c6x,3.76,(TLM)
1614,4tu4,3.76,(37N)
1615,4w52,3.76,(BNZ)
1616,5jid,3.76,(8PF)
1617,5qa6,3.76,(AUV)
1618,5x9h,3.76,(ATP)
1621,1mpl,3.77,(RE1)
1622,2uuo,3.77,(LK3)
1623,2v2h,3.77,(PGA)
1624,2xaj,3.77,(TCA)
1625,2y9g,3.77,(LAT)
1626,3ao2,3.77,(AVX)
1627,3fum,3.77,(80A)
1628,3hav,3.77,(SRY)
1629,3kqm,3.77,(ES3)
1630,3nuu,3.77,(JOZ)
1631,3s0j,3.77,(Z15)
1632,3vi2,3.77,(HMZ)
1633,3wkd,3.77,(S0K)
1635,4k8o,3.77,(ATP)
1636,4q46,3.77,(GDP)
1638,5ewh,3.77,(5SG)
1640,5orr,3.77,(A5Q)
1641,5qa4,3.77,(TI7)
1642,5qa8,3.77,(JSX)
1643,5qad,3.77,(WVV)
1644,5qar,3.77,(QIU)
1645,5v8o,3.77,(8ZM)
1646,6fuh,3.77,(E88)
1647,3nq3,3.78,(DKA)
1648,3qi3,3.78,(PDB)
1649,4dhm,3.78,(0KB)
1650,4klv,3.78,(KLV)
1651,4tnw,3.78,(POV)
1652,5aqf,3.78,(ADN)
1653,6g0v,3.78,(EGZ)
1654,1wbv,3.79,(LI3)
1655,2clk,3.79,(G3H)
1656,2xtk,3.79,(AZM)
1657,4xqb,3.79,(425)
1659,5mos,3.79,(D86)
1660,6g2a,3.79,(A3R)
1662,1li6,3.8,(5MP)
1663,1nje,3.8,(DCM)
1665,2ggd,3.8,(GPJ)
1666,2hb1,3.8,(512)
1667,3as3,3.8,(I5I)
1669,3q2m,3.8,(CKI)
1670,3t09,3.8,(149)
1671,3vv6,3.8,(B00)
1672,3zlx,3.8,(5EZ)
1673,4ajl,3.8,(88W)
1675,4umr,3.8,(QBB)
1676,4yb7,3.8,(ATP)
1677,5aib,3.8,(KJU)
1678,5ech,3.8,(JAA)
1679,5eci,3.8,(JAA)
1680,5h1t,3.8,(7FF)
1681,5lg3,3.8,(Z80)
1682,5qax,3.8,(Q92)
1683,5qb0,3.8,(AVA)
1684,5uf0,3.8,(89J)
1687,2hu6,3.81,(37A)
1689,2o9a,3.81,(PYR)
1690,2ou7,3.81,(ANP)
1691,3ai8,3.81,(HNQ)
1692,3lce,3.81,(LCE)
1693,4q9s,3.81,(30G)
1694,5wbf,3.81,(LAC)
1695,1hn4,3.82,(MJI)
1697,3g2h,3.82,(KOT)
1698,3sgt,3.82,(P09)
1699,3tiz,3.82,(3TI)
1700,3ud5,3.82,(J1A)
1701,4aba,3.82,(SW1)
1702,4bks,3.82,(X6C)
1703,4egi,3.82,(B2J)
1704,4fl3,3.82,(ANP)
1705,4keq,3.82,(5PN)
1706,4mmm,3.82,(BP7)
1707,4y2t,3.82,(49Q)
1709,5qai,3.82,(VM7)
1710,5vfm,3.82,(HC4)
1711,1r0x,3.83,(ATP)
1712,1r10,3.83,(ATP)
1713,1yhm,3.83,(AHD)
1714,2osf,3.83,(TH0)
1715,4ozo,3.83,(OTN)
1716,6f5w,3.83,(KG1)
1717,1bky,3.84,(1MC)
1718,1j15,3.84,(BEN)
1719,1j16,3.84,(BEN)
1720,1utj,3.84,(ABN)
1721,2k4i,3.84,(PBU)
1722,3ck8,3.84,(BCD)
1723,3lzz,3.84,(GDP)
1724,3ril,3.84,(3RK)
1726,4ce2,3.84,(BO5)
1727,4d9p,3.84,(Z17)
1728,4kv9,3.84,(GDP)
1729,5acw,3.84,(RHU)
1730,5mnn,3.84,(MRZ)
1731,5mno,3.84,(MRZ)
1732,5mo2,3.84,(D86)
1733,5qah,3.84,(EFX)
1734,6eks,3.84,(G39)
1735,1n1t,3.85,(DAN)
1736,1n1v,3.85,(DAN)
1737,1sre,3.85,(HAB)
1738,1vcu,3.85,(DAN)
1740,2vhq,3.85,(ATP)
1741,2wzs,3.85,(MVL)
1742,2yb0,3.85,(DUR)
1743,3kqo,3.85,(ES4)
1744,3mv0,3.85,(149)
1745,3wq5,3.85,(VPA)
1746,4ivk,3.85,(CEP)
1747,4kiu,3.85,(KIU)
1749,5dhp,3.85,(5AQ)
1750,5qat,3.85,(T7O)
1751,5tha,3.85,(GP3)
1753,6czd,3.85,(ADP)
1754,3lbz,3.86,(Z89)
1756,3spf,3.86,(B50)
1757,4bnt,3.86,(36E)
1758,4i9u,3.86,(1E7)
1759,5dtq,3.86,(5F6)
1760,5g4m,3.86,(O82)
1761,5ldm,3.86,(2AM)
1762,5oh9,3.86,(9UT)
1764,5ylj,3.86,(8X0)
1765,6gjl,3.86,(F1Q)
1766,1aj7,3.87,(NPE)
1767,1v16,3.87,(TDP)
1768,2f6y,3.87,(ENT)
1769,2y55,3.87,(FP5)
1770,3g2l,3.87,(LEW)
1771,3h03,3.87,(UBP)
1772,3npa,3.87,(Z57)
1773,3w5n,3.87,(RAM)
1774,3wjw,3.87,(U6M)
1775,4ab8,3.87,(VXU)
1776,4ijl,3.87,(1EK)
1777,4nbk,3.87,(2J5)
1779,5oh3,3.87,(9V2)
1781,6b7f,3.87,(CW4)
1782,6gji,3.87,(F1E)
1784,3si4,3.88,(B04)
1785,4mjp,3.88,(27O)
1787,5afk,3.88,(5VU)
1788,5eqe,3.88,(5R8)
1789,5lm4,3.88,(6Z6)
1791,1m0q,3.89,(EPC)
1793,1xfv,3.89,(3AT)
1794,2ctc,3.89,(HFA)
1796,2xiz,3.89,(XIZ)
1797,3iae,3.89,(D7K)
1799,3src,3.89,(28N)
1800,3ti1,3.89,(B49)
1801,3u4i,3.89,(CVR)
1802,3umo,3.89,(ATP)
1803,4aj4,3.89,(VAB)
1805,4dhn,3.89,(0KC)
1806,4lqy,3.89,(AMP)
1807,4nl1,3.89,(Z13)
1808,4ufk,3.89,(LDU)
1810,5iu6,3.89,(7HX)
1811,5kde,3.89,(6RT)
1812,1avn,3.9,(HSM)
1813,1exw,3.9,(HDS)
1815,2gvv,3.9,(DI9)
1816,2qw1,3.9,(3MG)
1818,2vhj,3.9,(ADP)
1819,2vuk,3.9,(P83)
1820,2wor,3.9,(2AN)
1821,2wos,3.9,(6AN)
1822,2xel,3.9,(IA2)
1823,2xpc,3.9,(051)
1824,3wk7,3.9,(S0D)
1825,3zj8,3.9,(LR1)
1826,3zvw,3.9,(FP5)
1827,4k5n,3.9,(1OU)
1828,4kqq,3.9,(VPP)
1829,4kqr,3.9,(VPP)
1830,4men,3.9,(25K)
1831,4n9c,3.9,(2ZM)
1832,4qgi,3.9,(ROC)
1833,5ai8,3.9,(K2T)
1834,5lzj,3.9,(7BT)
1835,5mli,3.9,(82I)
1836,5nzm,3.9,(9ET)
1837,9icd,3.9,(NAP)
1840,2vte,3.91,(IK4)
1841,3l5b,3.91,(BDO)
1842,5b1s,3.91,(BSX)
1843,5qaa,3.91,(EAJ)
1845,1ahx,3.92,(HCI)
1846,1pr5,3.92,(TBN)
1847,2l8r,3.92,(APR)
1848,2vth,3.92,(LZ2)
1849,2yim,3.92,(MC4)
1850,3ap4,3.92,(LBT)
1851,3fgc,3.92,(FMN)
1852,3gk4,3.92,(53A)
1853,3twp,3.92,(SAL)
1857,4pd7,3.92,(ZE8)
1859,5hn7,3.92,(04M)
1862,2a5b,3.93,(8HG)
1863,2cbz,3.93,(ATP)
1865,3qi4,3.93,(IBM)
1866,4dho,3.93,(Y09)
1867,6g9i,3.93,(CXX)
1868,1v1m,3.94,(TDP)
