proteinName,affinity,ligandName
2hd1,3.3,(IBM)
2uxx,3.3,(FAJ)
2vw2,3.3,(NHE)
2w0s,3.3,(BVP)
2xml,3.3,(OGA)
3aaq,3.3,(ARU)
3avg,3.3,(8-mer)
3avh,3.3,(8-mer)
3avi,3.3,(8-mer)
3avj,3.3,(8-mer)
3avk,3.3,(8-mer)
3avm,3.3,(8-mer)
3avn,3.3,(8-mer)
3ch9,3.3,(XRG)
3gv6,3.3,(15-mer)
3h2c,3.3,(B58)
3hcm,3.3,(S45)
3i90,3.3,(11-mer)
3i91,3.3,(8-mer)
3l7g,3.3,(M44)
3n1v,3.3,(3N1)
3n1w,3.3,(3N2)
3n3l,3.3,(MS0)
3n45,3.3,(3N3)
4b6f,3.3,(20L)
4ddh,3.3,(MS0)
4gj8,3.3,(0LU/0LW)
4gj9,3.3,(0M2)
4j58,3.3,(53Z)
4jss,3.3,(BEW)
4mrw,3.3,(MRW)
4msa,3.3,(2ZM)
4np3,3.3,(2L2)
4ojq,3.3,(2SX)
4oue,3.3,(IPT)
4tz8,3.3,(39U)
4u6e,3.3,(Q02)
4ucr,3.3,(JCF)
4x13,3.3,(5-mer)
5ejw,3.3,(5PZ)
5g45,3.3,(A7W)
5ggp,3.3,(12-mer)
5l96,3.3,(6RZ)
5mgg,3.3,(7MU)
5mgl,3.3,(7MU)
5mgm,3.3,(7MZ)
5mt0,3.3,(QJS)
5mt4,3.3,(M7O)
5oul,3.3,(AWE)
5v19,3.3,(8V4)
5vdo,3.3,(1YC)
5vdr,3.3,(9B7)
5vds,3.3,(9BJ)
6bsx,3.3,(E7S)
1i2s,3.31,(CIT)
1pzp,3.31,(FTA)
3msc,3.31,(24S)
4kc2,3.31,(WS2)
5c7a,3.31,(4YE)
5fe7,3.31,(5WU)
5l98,3.31,(6RY)
5os1,3.31,(A7H)
1pzo,3.32,(CBT)
2wk6,3.32,(IUR)
4a4e,3.32,(2MR)
4cjp,3.32,(4D2)
4i7j,3.32,(BNZ)
5l99,3.32,(6S0)
5tg4,3.32,(JW1)
6dlx,3.32,(GXY)
188l,3.33,(OXE)
1jlr,3.33,(GTP)
2a3b,3.33,(CFF)
2pnc,3.33,(CLU)
4ab9,3.33,(VXQ)
4b0b,3.33,(54F)
4b5t,3.33,(2KT)
4b5w,3.33,(PYR)
4k2y,3.33,(ES2)
4pd9,3.33,(ADN)
6mv3,3.33,(WW7)
2xoi,3.34,(SFB)
3f33,3.34,(PFL)
3ry8,3.34,(FLC)
4b32,3.34,(03V)
4bt4,3.34,(QFH)
4cp5,3.34,(EOI)
4gwk,3.34,(3PG)
4yuy,3.34,(1SQ)
5ehi,3.34,(5O3)
2qcm,3.35,(JW5)
3c2o,3.35,(NTM)
3pwk,3.35,(L14)
3zxe,3.35,(PGZ)
4gnf,3.35,(15-mer)
4joh,3.35,(10-mer)
4lkq,3.35,(1XM)
4u7o,3.35,(AN2)
4ucu,3.35,(8HC)
4wet,3.35,(WEF)
5wxp,3.35,(4-mer)
1ahy,3.36,(MAE)
2ha7,3.36,(BCH)
2pvv,3.36,(OSE)
2vc7,3.36,(HT5)
3av9,3.36,(8-mer)
3zzh,3.36,(ARG)
4cj4,3.36,(S3G)
4wyp,3.36,(AMP)
5orz,3.36,(A6W)
6gxw,3.36,(FGN)
187l,3.37,(PXY)
1tnh,3.37,(FBA)
1v2u,3.37,(BEN)
1v2v,3.37,(BEN)
2c6g,3.37,(GLU)
2n8t,3.37,(14-mer)
3d8z,3.37,(TXS)
3n35,3.37,(A2G)
4b33,3.37,(1NP)
4mrd,3.37,(NAG-BDP)
1z34,3.38,(2FD)
2fzg,3.38,(EOB)
3a73,3.38,(PJ2)
3tay,3.38,(MN0)
3w07,3.38,(U5P)
4qll,3.38,(CTT)
5l8o,3.38,(CHD)
1toj,3.39,(HCI)
2j9h,3.39,(GTX)
3mrx,3.39,(17S)
4ipn,3.39,(1FT)
4lhm,3.39,(AZZ)
4ms0,3.39,(2ZX)
5jzb,3.39,(6OT)
5lsh,3.39,(KTS)
5mxk,3.39,(ZHA)
5os5,3.39,(A8K)
1bxr,3.4,(ANP)
1f8d,3.4,(9AM)
1hxk,3.4,(DMJ)
1ikt,3.4,(OXN)
1il9,3.4,(MOG)
1jt1,3.4,(MCO)
1l83,3.4,(BNZ)
1m83,3.4,(ATP)
1uz4,3.4,(IFL)
1way,3.4,(L02)
220l,3.4,(BNZ)
223l,3.4,(BNZ)
2jbu,3.4,(12-mer)
2jqk,3.4,(19-mer)
2q8i,3.4,(RDC)
2qcd,3.4,(U5P)
2rnx,3.4,(13-mer)
3d8y,3.4,(T3S)
3jzh,3.4,(5-mer)
3k26,3.4,(12-mer)
4abe,3.4,(913)
5afl,3.4,(FHV)
5o4t,3.4,(9KT)
5qaw,3.4,(TVC)
5qaz,3.4,(Q2S)
5uah,3.4,(RFP)
6fg6,3.4,(D8Q)
2v2c,3.41,(PGA)
3nba,3.41,(APC)
4yas,3.41,(CLX)
6ce8,3.41,(EYV)
1hyz,3.42,(TTO)
2qtn,3.42,(NCN)
2sim,3.42,(DAN)
2w08,3.42,(TPO)
3iob,3.42,(A4D)
3kqp,3.42,(ES5)
3muk,3.42,(8-mer)
3px9,3.42,(JP3)
4c71,3.42,(7RD)
4d8a,3.42,(0HY)
4llj,3.42,(1XN)
4mi9,3.42,(26W)
4n8q,3.42,(FA0)
5i38,3.42,(KOJ)
5yij,3.42,(NAI)
1kti,3.43,(AZC)
1ywi,3.43,(10-mer)
2c57,3.43,(FA1)
2wig,3.43,(TC3)
2xog,3.43,(SFB)
3axz,3.43,(ADN)
3ms7,3.43,(22S)
4k67,3.43,(3-mer)
4kw6,3.43,(QDO)
5aqv,3.43,(KC7)
5ehg,3.43,(5O0)
5osl,3.43,(A9K)
2xp5,3.44,(4FF)
3as2,3.44,(POY)
4b4n,3.44,(15-mer)
4umc,3.44,(PEQ)
5wi0,3.44,(AQ1)
6exs,3.44,(C3H)
3nik,3.45,(4-mer)
4c6z,3.45,(TLE)
5ory,3.45,(AY4)
1moq,3.46,(GLP)
1t48,3.46,(BB3)
1wcc,3.46,(CIG)
2wi2,3.46,(ZZ3)
2wi3,3.46,(ZZ3)
3blu,3.46,(PVS)
3dla,3.46,(NXX)
3muz,3.46,(IPT)
3nil,3.46,(4-mer)
3nuy,3.46,(JPZ)
4bhf,3.46,(MZT)
4gby,3.46,(XYP)
4k5p,3.46,(1OS)
4nrq,3.46,(PD2)
4qp6,3.46,(36N)
4tz2,3.46,(39R)
5qal,3.46,(TVZ)
3mtd,3.47,(25E)
3nf7,3.47,(CIW)
3ta0,3.47,(ATP)
4d2d,3.47,(3-mer)
4epy,3.47,(0QY)
4h42,3.47,(11E)
5ai4,3.47,(4VY)
5ma7,3.47,(7K0)
1osv,3.48,(13-mer)
1tsi,3.48,(4PB)
2c90,3.48,(C1M)
2f10,3.48,(BCZ)
2p3i,3.48,(MNA)
3d9m,3.48,(14-mer)
3g1d,3.48,(U)
3gx0,3.48,(GDS)
3nyd,3.48,(3NY)
4k7n,3.48,(MCT)
5eh7,3.48,(5O5)
5fni,3.48,(YIH)
5qaj,3.48,(VBC)
5xg5,3.48,(A2G)
5z9e,3.48,(27K)
1c5o,3.49,(BAM)
1gzc,3.49,(LAT)
1pzj,3.49,(15B)
1utn,3.49,(ABN)
2ggx,3.49,(NPJ)
2qcf,3.49,(5FU)
3d1v,3.49,(D1V)
4avs,3.49,(N7P)
4b5s,3.49,(PYR)
4nyj,3.49,(2PZ)
5ak6,3.49,(YPN)
5eok,3.49,(9-mer)
5fnd,3.49,(IQ5)
5i25,3.49,(8-mer)
5ybi,3.49,(ANP)
6b0v,3.49,(C8G)
6d9x,3.49,(FZM)
3fcl,3.5,(3FL)
4i7p,3.5,(ES3)
4n3w,3.5,(15-mer)
4wey,3.5,(EG6)
6gbe,3.5,(12-mer)
1gz9,3.51,(FUC-LAT)
2ohm,3.51,(8AP)
2r0h,3.51,(CTO)
3nus,3.51,(JNZ)
4lpf,3.51,(3TR)
5aqt,3.51,(5P7)
5cp9,3.51,(6O5)
5dtt,3.51,(5F5)
5h1u,3.51,(6KT)
5m4q,3.51,(PRO)
5mby,3.51,(PRO)
5orx,3.51,(A6H)
5qaf,3.51,(S1D)
1imx,3.52,(CPQ)
1jys,3.52,(ADE)
1o4d,3.52,(262)
1o4f,3.52,(790)
1ysg,3.52,(4FC)
2fyv,3.52,(W72)
2j27,3.52,(PGA)
2vw1,3.52,(DAN)
3c14,3.52,(POP)
3lcu,3.52,(SAH)
3mfw,3.52,(B3U)
3qw6,3.52,(5-mer)
3tf7,3.52,(9-mer)
3zlv,3.52,(HI6)
3zly,3.52,(YSO)
4c70,3.52,(TLJ)
4eky,3.52,(D1J)
4g93,3.52,(0YP)
4hv7,3.52,(19J)
4mrz,3.52,(2ZV)
4oyo,3.52,(1WC)
4y5i,3.52,(9-mer)
5mod,3.52,(86L)
5qa5,3.52,(L5D)
5vfn,3.52,(HCI)
6eji,3.52,(UD2)
2b4m,3.53,(PBE)
2y67,3.53,(N21)
3avf,3.53,(8-mer)
3h06,3.53,(VBP)
3nf6,3.53,(IMV)
4eh3,3.53,(NAR)
4nmr,3.53,(10-mer)
4orx,3.53,(PEU)
4ory,3.53,(PEU)
185l,3.54,(IND)
1vjd,3.54,(ATP)
2jbv,3.54,(FAO)
2o9v,3.54,(10-mer)
3blt,3.54,(PSY)
3bm8,3.54,(PSY)
3nf9,3.54,(CD9)
3obq,3.54,(9-mer)
4gng,3.54,(15-mer)
5ggk,3.54,(MBE)
5qaq,3.54,(S1C)
5v2l,3.54,(ATP)
6f5u,3.54,(CQN)
1v2r,3.55,(ANH)
2ay3,3.55,(MPP)
2cle,3.55,(F6F)
2clf,3.55,(F6F)
2clm,3.55,(F6F)
2hwg,3.55,(OXL)
2n7b,3.55,(4-mer)
2qwc,3.55,(DAN)
2xah,3.55,(3PL)
3pjg,3.55,(UGA)
3qvu,3.55,(NPO)
4aji,3.55,(88R)
4k3m,3.55,(5-mer)
4mjr,3.55,(0LA)
4n98,3.55,(4FC)
4nym,3.55,(RND)
5av0,3.55,(47X)
5btx,3.55,(CMP)
5dts,3.55,(5F8)
5dva,3.55,(5FL)
5fpk,3.55,(6-mer)
5l8t,3.55,(6RR)
5vkm,3.55,(2-mer)
6fn9,3.55,(DW8)
2hrm,3.56,(UC5)
2lsp,3.56,(13-mer)
2ycm,3.56,(30A)
4joe,3.56,(10-mer)
6ccl,3.56,(EXG)
1h46,3.57,(RNP)
1jwm,3.57,(13-mer)
1np0,3.57,(NGT)
2l1r,3.57,(SXK)
2rly,3.57,(8-mer)
3ej5,3.57,(EJ5)
3ff3,3.57,(GLU)
4abg,3.57,(91B)
4ck3,3.57,(K1T)
4ibb,3.57,(1DK)
4q8x,3.57,(7FH)
4xm7,3.57,(41S)
5a7b,3.57,(KMN)
5csh,3.57,(54E)
5enf,3.57,(5Q7)
5jz9,3.57,(6OR)
1vjc,3.58,(ATP)
3dx1,3.58,(YHO)
4g19,3.58,(GSH)
4y63,3.58,(48O)
5q1g,3.58,(9NM)
5ual,3.58,(RFP)
6gjm,3.58,(L36)
1gww,3.59,(UDP)
1nli,3.59,(ADE)
2gsu,3.59,(AMP)
2nn8,3.59,(LAT)
2pgj,3.59,(N1C)
2pgl,3.59,(N1C)
3sl1,3.59,(FB6)
3x1k,3.59,(ANP)
4cd6,3.59,(2-mer)
4cjq,3.59,(VXO)
4k3r,3.59,(6-mer)
4q7v,3.59,(5MH)
5mxf,3.59,(MFU)
6egs,3.59,(UD2)
1bo5,3.6,(FBP)
1d1p,3.6,(EPE)
1d7i,3.6,(DSS)
1qw7,3.6,(EBP)
1uys,3.6,(H1L)
1w31,3.6,(SHO)
1zd4,3.6,(NC6)
2bgr,3.6,(9-mer)
2fzk,3.6,(EOZ)
2oq6,3.6,(OGA)
2q6h,3.6,(CXX)
2qch,3.6,(5IU)
2qpu,3.6,(QPU)
2wp1,3.6,(10-mer)
2xdk,3.6,(XDK)
2y68,3.6,(T04)
3afk,3.6,(3-mer)
3b3x,3.6,(A33)
3bb1,3.6,(GNP)
3g0i,3.6,(VPR)
3jdw,3.6,(ORN)
3kn0,3.6,(3TO)
3m3o,3.6,(3-mer)
3pke,3.6,(Y10)
3t2p,3.6,(IPT)
4b3b,3.6,(6-mer)
4c1y,3.6,(MFB)
4meo,3.6,(25V)
4meq,3.6,(25O)
5dqf,3.6,(CZE)
5lvr,3.6,(78Y)
5qac,3.6,(U4J)
5ujv,3.6,(A8S)
5y97,3.6,(LAT)
6gx3,3.6,(FF2)
8gpb,3.6,(AMP)
1g9s,3.61,(IMP)
2kff,3.61,(12-mer)
2l98,3.61,(STL)
2vfz,3.61,(UPF)
3ftu,3.61,(RE2)
3jzj,3.61,(ACR)
3sk2,3.61,(GRI)
4a4c,3.61,(12-mer)
4ln2,3.61,(11-mer)
4qp1,3.61,(EMU)
5c91,3.61,(4YU)
5lud,3.61,(76X)
5oqu,3.61,(A4B)
5thi,3.61,(0TR)
6beb,3.61,(RFV)
1pb9,3.62,(4AX)
3pcc,3.62,(PHB)
3st6,3.62,(RVE)
3udj,3.62,(092)
4bkt,3.62,(QD0)
4fxj,3.62,(PHE)
4nrc,3.62,(2LY)
4rrf,3.62,(A3S)
4wy3,3.62,(3X5)
4yym,3.62,(11-mer)
5qae,3.62,(Q4G)
5qao,3.62,(Z8R)
3fuj,3.63,(00G)
3jpx,3.63,(15-mer)
3rxm,3.63,(SW1)
4mm7,3.63,(29J)
5dqe,3.63,(5E4)
5ork,3.63,(A4T)
1gyy,3.64,(FHC)
1j5i,3.64,(NCZ)
2azr,3.64,(982)
2pem,3.64,(7-mer)
2qwg,3.64,(G28)
2rk8,3.64,(PPF)
3px8,3.64,(JP2)
4bdi,3.64,(HAU)
4gui,3.64,(QIC)
4iuo,3.64,(QIC)
5hog,3.64,(17-mer)
5qa9,3.64,(QKU)
6ccs,3.64,(EXD)
6g28,3.64,(AR6)
1b9v,3.65,(RA2)
3vws,3.65,(VWS)
4agl,3.65,(P84)
4y4v,3.65,(DAL)
5aqk,3.65,(GDP)
5o1s,3.65,(9HB)
5qab,3.65,(XEV)
6gg5,3.65,(TRP)
1l6y,3.66,(4OX)
2qv7,3.66,(ADP)
2rny,3.66,(15-mer)
2v00,3.66,(V15)
3buh,3.66,(AED)
3ex6,3.66,(U5P)
3iny,3.66,(7DG)
3oy8,3.66,(2-mer)
3pcn,3.66,(DHY)
3t2q,3.66,(149)
3tsd,3.66,(XMP)
4aia,3.66,(ADK)
4fl2,3.66,(ANP)
5b6c,3.66,(11-mer)
5ggn,3.66,(LEC)
5kh7,3.66,(6T7)
5m17,3.66,(2-mer)
5nzn,3.66,(G39)
5qak,3.66,(AV4)
2bve,3.67,(PH5)
3fts,3.67,(STL)
3h2m,3.67,(B61)
3h2n,3.67,(B62)
4cig,3.67,(X0P)
4ibd,3.67,(1DL)
4lnp,3.67,(10-mer)
4mww,3.67,(G39)
4n99,3.67,(2J1)
5er5,3.67,(ET)
5fog,3.67,(VRT)
5fol,3.67,(SO8)
5vdq,3.67,(9BG)
6fzu,3.67,(EE8)
1c3x,3.68,(8IG)
1qsc,3.68,(7-mer)
2x6x,3.68,(6-mer)
2za3,3.68,(U5P)
3ioc,3.68,(A5D)
3isj,3.68,(A8D)
3uwl,3.68,(FOZ)
4aje,3.68,(2B4)
4io7,3.68,(PHE)
4isu,3.68,(IKM)
4mx1,3.68,(1MX)
4oru,3.68,(PEU)
5f3t,3.68,(5UH)
5wxo,3.68,(12-mer)
6cfc,3.68,(BLG)
1l2z,3.69,(11-mer)
2a8g,3.69,(GNG)
3clp,3.69,(CMP)
3d7b,3.69,(U4S)
4gwi,3.69,(BDZ)
4ovg,3.69,(2VF)
4tte,3.69,(36Z)
5ai0,3.69,(JF6)
5dkn,3.69,(B7I)
5os7,3.69,(A8Q)
6fdu,3.69,(D5W)
6gg4,3.69,(PHE)
6gmd,3.69,(A8Q)
1bcj,3.7,(NGA)
1e37,3.7,(TPY)
1fwu,3.7,(3-mer)
1gz3,3.7,(ATP)
1gz4,3.7,(ATP)
1h0r,3.7,(FA1)
1i43,3.7,(PMC)
1loq,3.7,(U)
1pdz,3.7,(PGA)
1uy6,3.7,(PU3)
1uy7,3.7,(PU4)
1uyd,3.7,(PU8)
1uye,3.7,(PU9)
1w70,3.7,(15-mer)
1wht,3.7,(BZS)
2bjm,3.7,(ANF)
2bmz,3.7,(XLM)
2bvr,3.7,(4CP)
2fx6,3.7,(270)
3ex2,3.7,(6CN)
3ful,3.7,(52D)
3kd7,3.7,(6-mer)
3l59,3.7,(BDJ)
3mrt,3.7,(12E)
3n7a,3.7,(FA1)
3zlw,3.7,(MT8)
4ayt,3.7,(ACP)
4ayx,3.7,(ACP)
4b2d,3.7,(SER)
4kza,3.7,(NZ9)
4l7h,3.7,(1W1)
4l7j,3.7,(1W2)
4o4k,3.7,(2PK)
4pji,3.7,(30W)
5c6o,3.7,(4YH)
5c6p,3.7,(4YH)
5c87,3.7,(4YS)
5dy7,3.7,(5GT)
5dya,3.7,(5GV)
5em3,3.7,(5Q0)
5eva,3.7,(5S9)
5ewd,3.7,(5SH)
5g43,3.7,(5IM)
5hn0,3.7,(LNN)
5j41,3.7,(2-mer)
5jer,3.7,(19-mer)
5qag,3.7,(Q2R)
5vdu,3.7,(9BS)
5vdv,3.7,(9BV)
5vdw,3.7,(9BY)
6chm,3.7,(F1V)
6gjj,3.7,(L36)
2vfk,3.71,(AMP)
3fj7,3.71,(PEQ)
3g32,3.71,(3G3)
3wkc,3.71,(S0J)
4k5m,3.71,(1OV)
4mjq,3.71,(27R)
1ai5,3.72,(MNP)
1fwv,3.72,(3-mer)
1grp,3.72,(ICT)
1ugy,3.72,(GAL-GLC)
2am4,3.72,(U2F)
2h9p,3.72,(11-mer)
2r23,3.72,(2-mer)
2yde,3.72,(S2G)
3f5l,3.72,(LB2)
3ms2,3.72,(18S)
3q6z,3.72,(APR)
4jog,3.72,(10-mer)
4tk1,3.72,(11-mer)
4tk2,3.72,(11-mer)
4tln,3.72,(LNO)
4ufm,3.72,(DGJ)
5enh,3.72,(5QB)
5qas,3.72,(CVF)
1b2m,3.73,(2-mer)
2adj,3.73,(Ca2+)
2vta,3.73,(LZ1)
3ati,3.73,(SZ4)
3fjg,3.73,(3PG)
3h91,3.73,(15-mer)
3rxd,3.73,(SZ4)
4fz3,3.73,(6-mer)
4y5s,3.73,(AKG)
6g46,3.73,(ELH)
1f5k,3.74,(BAM)
1ihy,3.74,(APR)
1oh4,3.74,(7-mer)
2dwx,3.74,(13-mer)
2wq5,3.74,(MIY)
2xp4,3.74,(G14)
3kpv,3.74,(ADE)
3mrv,3.74,(16F)
3v30,3.74,(17-mer)
4bv2,3.74,(13-mer)
4pre,3.74,(11-mer)
4yk0,3.74,(98)
4yux,3.74,(4JT)
5a7c,3.74,(5D4)
5khj,3.74,(6SY)
6cef,3.74,(EYJ)
6gjr,3.74,(F0W)
6gxu,3.74,(FG8)
2iyf,3.75,(ERY)
2pyi,3.75,(DL8)
3d6p,3.75,(U2S)
3gep,3.75,(24H)
4kov,3.75,(KOV)
5l4h,3.75,(6JW)
5ldo,3.75,(3AM)
2x09,3.76,(X09)
3d6q,3.76,(U3S)
4c6x,3.76,(TLM)
4tu4,3.76,(37N)
4w52,3.76,(BNZ)
5jid,3.76,(8PF)
5qa6,3.76,(AUV)
5x9h,3.76,(ATP)
6bhh,3.76,(18-mer)
1kui,3.77,(3-mer)
1mpl,3.77,(RE1)
2uuo,3.77,(LK3)
2v2h,3.77,(PGA)
2xaj,3.77,(TCA)
2y9g,3.77,(LAT)
3ao2,3.77,(AVX)
3fum,3.77,(80A)
3hav,3.77,(SRY)
3kqm,3.77,(ES3)
3nuu,3.77,(JOZ)
3s0j,3.77,(Z15)
3vi2,3.77,(HMZ)
3wkd,3.77,(S0K)
4j86,3.77,(6-mer)
4k8o,3.77,(ATP)
4q46,3.77,(GDP)
4w5a,3.77,(11-mer)
5ewh,3.77,(5SG)
5h7h,3.77,(5-mer)
5orr,3.77,(A5Q)
5qa4,3.77,(TI7)
5qa8,3.77,(JSX)
5qad,3.77,(WVV)
5qar,3.77,(QIU)
5v8o,3.77,(8ZM)
6fuh,3.77,(E88)
3nq3,3.78,(DKA)
3qi3,3.78,(PDB)
4dhm,3.78,(0KB)
4klv,3.78,(KLV)
4tnw,3.78,(POV)
5aqf,3.78,(ADN)
6g0v,3.78,(EGZ)
1wbv,3.79,(LI3)
2clk,3.79,(G3H)
2xtk,3.79,(AZM)
4xqb,3.79,(425)
5etf,3.79,(15-mer)
5mos,3.79,(D86)
6g2a,3.79,(A3R)
1kug,3.8,(3-mer)
1li6,3.8,(5MP)
1nje,3.8,(DCM)
1ybo,3.8,(17-mer)
2ggd,3.8,(GPJ)
2hb1,3.8,(512)
3as3,3.8,(I5I)
3nfk,3.8,(13-mer)
3q2m,3.8,(CKI)
3t09,3.8,(149)
3vv6,3.8,(B00)
3zlx,3.8,(5EZ)
4ajl,3.8,(88W)
4odk,3.8,(16-mer)
4umr,3.8,(QBB)
4yb7,3.8,(ATP)
5aib,3.8,(KJU)
5ech,3.8,(JAA)
5eci,3.8,(JAA)
5h1t,3.8,(7FF)
5lg3,3.8,(Z80)
5qax,3.8,(Q92)
5qb0,3.8,(AVA)
5uf0,3.8,(89J)
6bnh,3.8,(13-mer)
1mxl,3.81,(17-mer)
2hu6,3.81,(37A)
2jup,3.81,(9-mer)
2o9a,3.81,(PYR)
2ou7,3.81,(ANP)
3ai8,3.81,(HNQ)
3lce,3.81,(LCE)
4q9s,3.81,(30G)
5wbf,3.81,(LAC)
1hn4,3.82,(MJI)
2gfj,3.82,(_VI)
3g2h,3.82,(KOT)
3sgt,3.82,(P09)
3tiz,3.82,(3TI)
3ud5,3.82,(J1A)
4aba,3.82,(SW1)
4bks,3.82,(X6C)
4egi,3.82,(B2J)
4fl3,3.82,(ANP)
4keq,3.82,(5PN)
4mmm,3.82,(BP7)
4y2t,3.82,(49Q)
5d7e,3.82,(8-mer)
5qai,3.82,(VM7)
5vfm,3.82,(HC4)
1r0x,3.83,(ATP)
1r10,3.83,(ATP)
1yhm,3.83,(AHD)
2osf,3.83,(TH0)
4ozo,3.83,(OTN)
6f5w,3.83,(KG1)
1bky,3.84,(1MC)
1j15,3.84,(BEN)
1j16,3.84,(BEN)
1utj,3.84,(ABN)
2k4i,3.84,(PBU)
3ck8,3.84,(BCD)
3lzz,3.84,(GDP)
3ril,3.84,(3RK)
4bt9,3.84,(9-mer)
4ce2,3.84,(BO5)
4d9p,3.84,(Z17)
4kv9,3.84,(GDP)
5acw,3.84,(RHU)
5mnn,3.84,(MRZ)
5mno,3.84,(MRZ)
5mo2,3.84,(D86)
5qah,3.84,(EFX)
6eks,3.84,(G39)
1n1t,3.85,(DAN)
1n1v,3.85,(DAN)
1sre,3.85,(HAB)
1vcu,3.85,(DAN)
2ncz,3.85,(12-mer)
2vhq,3.85,(ATP)
2wzs,3.85,(MVL)
2yb0,3.85,(DUR)
3kqo,3.85,(ES4)
3mv0,3.85,(149)
3wq5,3.85,(VPA)
4ivk,3.85,(CEP)
4kiu,3.85,(KIU)
5btv,3.85,(4-mer)
5dhp,3.85,(5AQ)
5qat,3.85,(T7O)
5tha,3.85,(GP3)
5wkh,3.85,(10-mer)
6czd,3.85,(ADP)
3lbz,3.86,(Z89)
3rtx,3.86,(18-mer)
3spf,3.86,(B50)
4bnt,3.86,(36E)
4i9u,3.86,(1E7)
5dtq,3.86,(5F6)
5g4m,3.86,(O82)
5ldm,3.86,(2AM)
5oh9,3.86,(9UT)
5wxg,3.86,(7-mer)
5ylj,3.86,(8X0)
6gjl,3.86,(F1Q)
1aj7,3.87,(NPE)
1v16,3.87,(TDP)
2f6y,3.87,(ENT)
2y55,3.87,(FP5)
3g2l,3.87,(LEW)
3h03,3.87,(UBP)
3npa,3.87,(Z57)
3w5n,3.87,(RAM)
3wjw,3.87,(U6M)
4ab8,3.87,(VXU)
4ijl,3.87,(1EK)
4nbk,3.87,(2J5)
5iyv,3.87,(12-mer)
5oh3,3.87,(9V2)
5wkf,3.87,(10-mer)
6b7f,3.87,(CW4)
6gji,3.87,(F1E)
3dda,3.88,(7-mer)
3si4,3.88,(B04)
4mjp,3.88,(27O)
4prb,3.88,(11-mer)
5afk,3.88,(5VU)
5eqe,3.88,(5R8)
5lm4,3.88,(6Z6)
5mk1,3.88,(18-mer)
1m0q,3.89,(EPC)
1pts,3.89,(7-mer)
1xfv,3.89,(3AT)
2ctc,3.89,(HFA)
2x85,3.89,(4-mer)
2xiz,3.89,(XIZ)
3iae,3.89,(D7K)
3obx,3.89,(9-mer)
3src,3.89,(28N)
3ti1,3.89,(B49)
3u4i,3.89,(CVR)
3umo,3.89,(ATP)
4aj4,3.89,(VAB)
4dgb,3.89,(6-mer)
4dhn,3.89,(0KC)
4lqy,3.89,(AMP)
4nl1,3.89,(Z13)
4ufk,3.89,(LDU)
5etu,3.89,(12-mer)
5iu6,3.89,(7HX)
5kde,3.89,(6RT)
1avn,3.9,(HSM)
1exw,3.9,(HDS)
1slg,3.9,(7-mer)
2gvv,3.9,(DI9)
2qw1,3.9,(3MG)
2rkm,3.9,(2-mer)
2vhj,3.9,(ADP)
2vuk,3.9,(P83)
2wor,3.9,(2AN)
2wos,3.9,(6AN)
2xel,3.9,(IA2)
2xpc,3.9,(051)
3wk7,3.9,(S0D)
3zj8,3.9,(LR1)
3zvw,3.9,(FP5)
4k5n,3.9,(1OU)
4kqq,3.9,(VPP)
4kqr,3.9,(VPP)
4men,3.9,(25K)
4n9c,3.9,(2ZM)
4qgi,3.9,(ROC)
5ai8,3.9,(K2T)
5lzj,3.9,(7BT)
5mli,3.9,(82I)
5nzm,3.9,(9ET)
9icd,3.9,(NAP)
1kuk,3.91,(3-mer)
2oei,3.91,(9-mer)
2vte,3.91,(IK4)
3l5b,3.91,(BDO)
5b1s,3.91,(BSX)
5qaa,3.91,(EAJ)
6min,3.91,(8-mer)
1ahx,3.92,(HCI)
1pr5,3.92,(TBN)
2l8r,3.92,(APR)
2vth,3.92,(LZ2)
2yim,3.92,(MC4)
3ap4,3.92,(LBT)
3fgc,3.92,(FMN)
3gk4,3.92,(53A)
3twp,3.92,(SAL)
3uih,3.92,(15-mer)
3zhf,3.92,(9-mer)
4i2w,3.92,(10-mer)
4pd7,3.92,(ZE8)
5axi,3.92,(5-mer)
5hn7,3.92,(04M)
5t1i,3.92,(15-mer)
1h5v,3.93,(5-mer)
2a5b,3.93,(8HG)
2cbz,3.93,(ATP)
3jvk,3.93,(8-mer)
3qi4,3.93,(IBM)
4dho,3.93,(Y09)
6g9i,3.93,(CXX)
1v1m,3.94,(TDP)
1z3t,3.94,(CBI)
2h9n,3.94,(11-mer)
2v3d,3.94,(NBV)
3bwk,3.94,(C1P)
3pp7,3.94,(SVR)
3t0m,3.94,(2CT)
4fcm,3.94,(9-mer)
4hv3,3.94,(19L)
4k3q,3.94,(6-mer)
4kva,3.94,(GTP)
4rgd,3.94,(CIT)
5lws,3.94,(7B2)
5o1g,3.94,(9GK)
2lo6,3.95,(14-mer)
2xvn,3.95,(KLS)
3c0z,3.95,(SHH)
3fsj,3.95,(D7K)
3kze,3.95,(8-mer)
4bi6,3.95,(PGA)
5f5b,3.95,(5-mer)
5fou,3.95,(6-mer)
5izc,3.95,(6F4)
5m5d,3.95,(2-mer)
5o1c,3.95,(9GZ)
6cbg,3.95,(EWG)
6fdq,3.95,(2UQ)
1mrs,3.96,(5HU)
1x9d,3.96,(SMD)
2ad5,3.96,(CTP)
2fpz,3.96,(270)
2kvm,3.96,(16-mer)
2l1b,3.96,(15-mer)
